"Category";"Asset_Name";"Full_Path";"Play_Length";"Skeleton";"Description";"Curated";"Since"
"TBD";"1s_eyes_close_no_yawn_head_right_HS06ER02";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_right_HS06ER02.1s_eyes_close_no_yawn_head_right_HS06ER02";"2,83";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_right_KE10RT28";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_right_KE10RT28.1s_eyes_close_no_yawn_head_right_KE10RT28";"2,92";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_right_OH07ER07";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_right_OH07ER07.1s_eyes_close_no_yawn_head_right_OH07ER07";"2,79";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_right_SP05NZ29";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_right_SP05NZ29.1s_eyes_close_no_yawn_head_right_SP05NZ29";"2,75";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_straight_AM21AM20";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_straight_AM21AM20.1s_eyes_close_no_yawn_head_straight_AM21AM20";"4";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_straight_ER03ER21";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_straight_ER03ER21.1s_eyes_close_no_yawn_head_straight_ER03ER21";"3,5";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_straight_HS06ER02";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_straight_HS06ER02.1s_eyes_close_no_yawn_head_straight_HS06ER02";"3,5";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_straight_KE10RT28";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_straight_KE10RT28.1s_eyes_close_no_yawn_head_straight_KE10RT28";"3,58";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_straight_OH07ER07";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_straight_OH07ER07.1s_eyes_close_no_yawn_head_straight_OH07ER07";"3,75";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_straight_SP05NZ29";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_straight_SP05NZ29.1s_eyes_close_no_yawn_head_straight_SP05NZ29";"2,96";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_up_AM21AM20";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_up_AM21AM20.1s_eyes_close_no_yawn_head_up_AM21AM20";"3,58";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_up_ER03ER21";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_up_ER03ER21.1s_eyes_close_no_yawn_head_up_ER03ER21";"3,33";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_up_HS06ER02";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_up_HS06ER02.1s_eyes_close_no_yawn_head_up_HS06ER02";"2,58";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_up_KE10RT28";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_up_KE10RT28.1s_eyes_close_no_yawn_head_up_KE10RT28";"3,29";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_up_OH07ER07";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_up_OH07ER07.1s_eyes_close_no_yawn_head_up_OH07ER07";"4,17";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_no_yawn_head_up_SP05NZ29";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_no_yawn_head_up_SP05NZ29.1s_eyes_close_no_yawn_head_up_SP05NZ29";"2,04";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_down_AM21AM20";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_down_AM21AM20.1s_eyes_close_yawn_head_down_AM21AM20";"4,17";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_down_ER03ER21";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_down_ER03ER21.1s_eyes_close_yawn_head_down_ER03ER21";"4,58";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_down_HS06ER02";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_down_HS06ER02.1s_eyes_close_yawn_head_down_HS06ER02";"3,71";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_down_KE10RT28";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_down_KE10RT28.1s_eyes_close_yawn_head_down_KE10RT28";"3,92";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_down_OH07ER07";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_down_OH07ER07.1s_eyes_close_yawn_head_down_OH07ER07";"6,04";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_down_SP05NZ29";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_down_SP05NZ29.1s_eyes_close_yawn_head_down_SP05NZ29";"3,38";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_left_AM21AM20";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_left_AM21AM20.1s_eyes_close_yawn_head_left_AM21AM20";"4,92";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_left_ER03ER21";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_left_ER03ER21.1s_eyes_close_yawn_head_left_ER03ER21";"4,38";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_left_HS06ER02";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_left_HS06ER02.1s_eyes_close_yawn_head_left_HS06ER02";"2,79";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_left_KE10RT28";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_left_KE10RT28.1s_eyes_close_yawn_head_left_KE10RT28";"3,54";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_left_OH07ER07";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_left_OH07ER07.1s_eyes_close_yawn_head_left_OH07ER07";"6,58";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_left_SP05NZ29";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_left_SP05NZ29.1s_eyes_close_yawn_head_left_SP05NZ29";"3,88";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_right_AM21AM20";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_right_AM21AM20.1s_eyes_close_yawn_head_right_AM21AM20";"7,08";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_right_ER03ER21";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_right_ER03ER21.1s_eyes_close_yawn_head_right_ER03ER21";"3,92";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_right_HS06ER02";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_right_HS06ER02.1s_eyes_close_yawn_head_right_HS06ER02";"4,62";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_right_KE10RT28";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_right_KE10RT28.1s_eyes_close_yawn_head_right_KE10RT28";"4,54";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_right_OH07ER07";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_right_OH07ER07.1s_eyes_close_yawn_head_right_OH07ER07";"5,75";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_right_SP05NZ29";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_right_SP05NZ29.1s_eyes_close_yawn_head_right_SP05NZ29";"3,62";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_straight_AM21AM20";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_straight_AM21AM20.1s_eyes_close_yawn_head_straight_AM21AM20";"4,04";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_straight_ER03ER21";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_straight_ER03ER21.1s_eyes_close_yawn_head_straight_ER03ER21";"4";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_straight_HS06ER02";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_straight_HS06ER02.1s_eyes_close_yawn_head_straight_HS06ER02";"4,08";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_straight_KE10RT28";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_straight_KE10RT28.1s_eyes_close_yawn_head_straight_KE10RT28";"4,04";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_straight_OH07ER07";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_straight_OH07ER07.1s_eyes_close_yawn_head_straight_OH07ER07";"4,92";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_straight_SP05NZ29";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_straight_SP05NZ29.1s_eyes_close_yawn_head_straight_SP05NZ29";"4,58";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_up_AM21AM20";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_up_AM21AM20.1s_eyes_close_yawn_head_up_AM21AM20";"3,58";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_up_ER03ER21";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_up_ER03ER21.1s_eyes_close_yawn_head_up_ER03ER21";"3,83";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_up_HS06ER02";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_up_HS06ER02.1s_eyes_close_yawn_head_up_HS06ER02";"3,54";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_up_KE10RT28";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_up_KE10RT28.1s_eyes_close_yawn_head_up_KE10RT28";"4,21";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_up_OH07ER07";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_up_OH07ER07.1s_eyes_close_yawn_head_up_OH07ER07";"6,71";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"1s_eyes_close_yawn_head_up_SP05NZ29";"/Game/Animations/Capture_Animations/Livelink_Microsleep_Jan_2025/1s_eyes_close_yawn_head_up_SP05NZ29.1s_eyes_close_yawn_head_up_SP05NZ29";"4,04";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"False";""
"TBD";"2022-09-29-BP_Danielle_Imran_s_01_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Imran_s_01_0.2022-09-29-BP_Danielle_Imran_s_01_0";"74,9";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Imran_s_02_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Imran_s_02_0.2022-09-29-BP_Danielle_Imran_s_02_0";"31";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Imran_s_03_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Imran_s_03_0.2022-09-29-BP_Danielle_Imran_s_03_0";"87,7";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Imran_s_04_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Imran_s_04_0.2022-09-29-BP_Danielle_Imran_s_04_0";"28,9";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Imran_s_05_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Imran_s_05_0.2022-09-29-BP_Danielle_Imran_s_05_0";"50,1";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Imran_s_06_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Imran_s_06_0.2022-09-29-BP_Danielle_Imran_s_06_0";"41,9";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Imran_s_07_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Imran_s_07_0.2022-09-29-BP_Danielle_Imran_s_07_0";"31,3";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Maksim_01_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Maksim_01_0.2022-09-29-BP_Danielle_Maksim_01_0";"71,9";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Maksim_02_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Maksim_02_0.2022-09-29-BP_Danielle_Maksim_02_0";"33,6";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Maksim_03_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Maksim_03_0.2022-09-29-BP_Danielle_Maksim_03_0";"63,9";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Maksim_04_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Maksim_04_0.2022-09-29-BP_Danielle_Maksim_04_0";"35,7";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Maksim_05_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Maksim_05_0.2022-09-29-BP_Danielle_Maksim_05_0";"42,5";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Maksim_06_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Maksim_06_0.2022-09-29-BP_Danielle_Maksim_06_0";"33,2";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Maksim_07_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Maksim_07_0.2022-09-29-BP_Danielle_Maksim_07_0";"38,3";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Maksim_08_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Maksim_08_0.2022-09-29-BP_Danielle_Maksim_08_0";"25,4";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Maksim_NoGlasses_01_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Maksim_NoGlasses_01_0.2022-09-29-BP_Danielle_Maksim_NoGlasses_01_0";"63,2";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Maksim_NoGlasses_02_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Maksim_NoGlasses_02_0.2022-09-29-BP_Danielle_Maksim_NoGlasses_02_0";"33";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"2022-09-29-BP_Danielle_Maksim_NoGlasses_03_0";"/Game/Animations/Capture_Animations/Takes/2022-09-29/2022-09-29-BP_Danielle_Maksim_NoGlasses_03_0.2022-09-29-BP_Danielle_Maksim_NoGlasses_03_0";"65,5";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
